#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Video Content Genre,Views / Plays,Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Reason,Caption Preview
893,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,"🕉️ Mantras, Japa Meditation & Puja Rituals",14714,55,9,0.37%,0.07%,2026-03-06,https://www.instagram.com/p/DVh8gPwSG_b/,⚪ Standard Organic: Baseline organic collab reach,"Rooted by Karungali, aligned by the Chakras. Protecting my peace while keeping my energy high. 🧘‍♂️✨  Order Now at divinehindu.in   [Chakras, Stones, Hindu, Spiritual jewellery, Karungali, Sanatani, meditation]  #divinehindu #hindu #karungali #bracel"
894,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@thevenkyrudra_9,138000,🕉️ Devotional Content & Spiritual Storytelling,14519,267,11,1.84%,0.20%,2026-02-04,https://www.instagram.com/p/DUVc1W3DHG6/,⚪ Standard Organic: Baseline organic collab reach,Comment link to get the direct link in your dm💕  Place your order now   Follow @houseofrudra_social & Buy on www.houseofrudra.in They have authentic Karungali Malas with lab tested certificates   #religious #karungalemala #mala #accessories #religiou
895,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@whatshe._loves,6727,🕉️ Devotional Content & Spiritual Storytelling,14462,243,40,1.68%,4.21%,2026-06-23,https://www.instagram.com/p/DZ7ViNYpKoT/,⚪ Standard Organic: Baseline organic collab reach,"Not every morning needs to be productive! Some are meant to be mindful- Conscious .Slow morning filled with simple rituals. 🌿☀️ Sukku Banam, Ojasvini Herbal Bath Powder, Herbal Toothpaste, Coconut Oil, Pancha Karpam, Jaggery & Navadhanya Cookies Comm"
896,Tier 4: Toggle OFF + Organic (Noise),Rudralife,Pan-India / Maharashtra (HQ: Mumbai),@secret_temples,658000,🕉️ Devotional Content & Spiritual Storytelling,14411,779,3,5.41%,0.12%,2025-02-21,https://www.instagram.com/p/DGVbtlCMN4C/,⚪ Standard Organic: Baseline organic collab reach,✨ Amrit Snan 2025 ✨  One-in-a-lifetime opportunity❗️ To cleanse the soul and receive divine grace🪷 Follow the right Muhurat and traditional rituals to make the most of this spiritual journey🕉️  🙏 Take your holy dip with devotion 🌞 Offer Arghya to the
897,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@_yagyax,2069,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",14385,104,10,0.72%,5.51%,2026-03-07,https://www.instagram.com/p/DVlVIsOksPF/,⚪ Standard Organic: Baseline organic collab reach,Some people call it a stone. Some call it a symbol of abundance.  I call it a reminder that the right energy attracts the right opportunities.   Trying the Japam Raw Pyrite Stone with its 100% authenticity certificate. Let’s see what energy it brings
898,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@bhavyeshh,32000,"📦 Unboxing, Gifting & Product Review",14289,3,7,0.02%,0.03%,2026-01-19,https://www.instagram.com/p/DTsOmUhEm6d/,⚪ Standard Organic: Baseline organic collab reach,"Tiger Eye Chakra Bracelet 🧿 Attract strength, confidence & protection into your life ✨ ✔ Boosts courage and self-belief ✔ Balances the Solar Plexus Chakra ✔ Protects from negative energies ✔ Enhances focus, clarity & decision-making 🛒 Buy now on 👉 ww"
899,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@healthysecretmantra,4083,🕉️ Devotional Content & Spiritual Storytelling,14256,202,7,1.42%,5.12%,2026-05-20,https://www.instagram.com/p/DYj8CijJA6N/,⚪ Standard Organic: Baseline organic collab reach,"🍪 Jaggery Nankhatai 🍪 My healthy twist to our Indian cookie ♥️  Made with isha life jaggery, isha life multigrain flour & pure ghee 🤍 No added ❌Refined Sugar ❌Refined Flour✨  🧾 Ingredients • 1/2 cup ghee (semi-solid) • 1 cup jaggery (powdered/grated)"
900,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@this_is_last_time_sg,237000,🕉️ Devotional Content & Spiritual Storytelling,14185,175,2,1.23%,0.07%,2025-12-09,https://www.instagram.com/p/DSDAXmvgdAO/,⚪ Standard Organic: Baseline organic collab reach,Stay active and energetic all day long with wholesome nutrition rooted in yogic wisdom. Try the all-new Energy Bars today!  Shop on ishalife.com  #ishalife #forconsciousliving #yogic #yogicwisdom #yogicsuperfood #yogiclifestyle #wellbeing
901,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@_nandita_loomba,21000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",14183,3,16,0.02%,0.09%,2025-12-19,https://www.instagram.com/p/DScYvuOE6o1/,⚪ Standard Organic: Baseline organic collab reach,"A stall where devotion meets divinity!✨  📍select city walk mall, saket   Stall no.22- Enter from third gate opp. Zara store to find the stall easily.  [Divine vibes, Hindu spirituality, Sanatan culture, festive devotion, Christmas carnival India, fai"
902,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@mishraaji135,77000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",14001,3,20,0.02%,0.03%,2026-02-17,https://www.instagram.com/p/DU2h5X_Ad0r/,⚪ Standard Organic: Baseline organic collab reach,"Boost Your Positive Energy   The 7 Mukhi Nepali Rudraksha Collection is believed to help you attract clarity, confidence, protection, and balanced energy  - supporting your mind, body, and spirit with authentic and powerful Rudraksha beads.  COD Avai"
903,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@nani_03.x,17000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",13914,3,1,0.02%,0.02%,2026-02-12,https://www.instagram.com/p/DUqKZU9AUO6/,⚪ Standard Organic: Baseline organic collab reach,Karungali mala 📿   #karungali #trendingreels  #telugu #hyderabad  #shivaratri
904,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@aniz_offiz,24000,🕉️ Devotional Content & Spiritual Storytelling,13890,183,13,1.32%,0.82%,2026-07-02,https://www.instagram.com/p/DaSmEyYvyv7/,⚪ Standard Organic: Baseline organic collab reach,"Comment 🔗  “Not just a mala… it’s a symbol of positivity, protection, and inner strength. 🖤🙏”  Place your order now  Link is in my bio ❤️  Buy on www.houseofrudra.in They have authentic Silver Karungali Mala with lab tested certificates  #tradionallo"
905,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@creative.kashishh,17000,"📦 Unboxing, Gifting & Product Review",13827,209,10,1.51%,1.29%,2026-02-15,https://www.instagram.com/p/DUyCwBxjfDo/,⚪ Standard Organic: Baseline organic collab reach,"POV: You romanticised slow living & actually started living it 🌿✨  Styling my Nandi Kurta from Isha Life 🤍 paired with Adiyogi copper earrings, copper bracelet & copper water bottle - because this Shivratri we’re choosing spiritual glow over social g"
906,Tier 4: Toggle OFF + Organic (Noise),Rudralife,Pan-India / Maharashtra (HQ: Mumbai),@tanay_seetha,492,🕉️ Devotional Content & Spiritual Storytelling,13503,97,1,0.72%,19.92%,2026-07-20,https://www.instagram.com/p/DbA16Q7iHWA/,⚪ Standard Organic: Baseline organic collab reach,"99% of people buying Rudraksha don’t know THIS, and they end up wearing plastic or carved wood for years.  The most counterfeited spiritual bead in the world is the Rudraksha.  Here’s how the ancient sellers couldn’t fool the sages and how you can pr"
907,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@memoriesbeyondsuitcase,3827,🕉️ Devotional Content & Spiritual Storytelling,13448,206,95,1.53%,7.87%,2026-04-18,https://www.instagram.com/p/DXQv1BjCSUP/,⚪ Standard Organic: Baseline organic collab reach,"There’s something incredibly comforting about going back to simple, wholesome food… the kind that not only satisfies your sweet tooth but also nourishes your body.  Lately, I’ve been making a conscious shift—cutting down on refined sugar and choosing"
908,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@playing.in.rasa.and.leela,648,"🕉️ Mantras, Japa Meditation & Puja Rituals",13434,126,10,0.94%,20.99%,2026-01-16,https://www.instagram.com/p/DTkBcbiCDRb/,⚪ Standard Organic: Baseline organic collab reach,"‘The best thing you can do for your family, your children, society, and the world around you is to enhance yourself.’ - Sg  Fueling the fire of sadhana 🔥 (with a little help from ashram goodies 🤭)  If you’d like the sadhana and registration info, I’l"
909,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,🕉️ Devotional Content & Spiritual Storytelling,13424,43,0,0.32%,0.04%,2026-08-05,https://www.instagram.com/p/DbqLfupJH49/,⚪ Standard Organic: Baseline organic collab reach,"Some products need to be seen closely, held in your hand and understood before you choose them.   Visit Divine Hindu, Jayanagar, to explore our spiritual jewellery and essentials in person.  Because the right spiritual product should not feel like a "
910,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@khandani_life,19000,🌟 Celebrity & Spiritual Leader Endorsement,13379,363,35,2.71%,2.09%,2026-02-12,https://www.instagram.com/p/DUpIbjQjxg9/,⚪ Standard Organic: Baseline organic collab reach,Some blessings arrive in the simplest and most beautiful forms. Mahashivratri prasadam ✨🙏🏻  Comment LINK to know where you can buy Prasadam 🙏🏻   Shot by @shyam_2710 @tannutank ✨  #shiva #mahashivratri #isha #sadhguru #yoga
911,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@talkwithlakshay,72000,"📦 Unboxing, Gifting & Product Review",13341,137,0,1.03%,0.19%,2026-01-15,https://www.instagram.com/p/DThqRn2D6bS/,⚪ Standard Organic: Baseline organic collab reach,"Ek chhota sa bracelet, par asar dil aur dimaag dono par ✨ Rudraksh sirf pehnawa nahi, ek feeling hai—jo negativity ko dheere-dheere door karta hai aur inner peace ko jagata hai. Agar tum bhi overthinking ya low vibes feel kar rahe ho, shayad tumhe bh"
912,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@_sadhguru.wisdom_,284000,🕉️ Devotional Content & Spiritual Storytelling,13301,719,1,5.41%,0.25%,2025-12-17,https://www.instagram.com/p/DSXQ5jEAWSQ/,⚪ Standard Organic: Baseline organic collab reach,A simple yet profound yogic tip to enhance your sleep.   #ishalife #forconsciousliving #yogicwisdom #yogiclifestyle #yogic
913,Tier 4: Toggle OFF + Organic (Noise),Rudralife,Pan-India / Maharashtra (HQ: Mumbai),@tanay_seetha,492,🕉️ Devotional Content & Spiritual Storytelling,12913,119,4,0.92%,25.00%,2026-06-02,https://www.instagram.com/p/DZE25TCNkjg/,⚪ Standard Organic: Baseline organic collab reach,"Some miracles don’t make headlines.   They happen quietly inside a crushed car, on a highway, in a split second.   A three-car accident.  Total loss.   Metal folded from both ends.  And yet, not a single scratch on anyone inside.  No one walks away f"
914,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@startupseekho,25000,🕉️ Devotional Content & Spiritual Storytelling,12529,68,1,0.54%,0.28%,2026-03-19,https://www.instagram.com/p/DWEup1iiROw/,⚪ Standard Organic: Baseline organic collab reach,"If you met your 18-year-old self today… What would you say? 👀 🌐 https://startupseekho.com/⁠� 🎯 https://topmate.io/startupseekho⁠� Comment “startup”, “guide”, “grow”, or “build” and we’ll send you more startup insights in your DM 🚀 #StartupSeekho #Fou"
915,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@food_india_25,13000,🕉️ Devotional Content & Spiritual Storytelling,12509,277,60,2.21%,2.59%,2026-03-20,https://www.instagram.com/p/DWGCy5_kj9K/,⚪ Standard Organic: Baseline organic collab reach,"If you’ve been feeling low on energy, missing meals, or just craving something quick and nourishing, this one’s for you 🤎  I finally tried Ragi Huri Hittu from @isha.life.india and honestly, it makes life easier for me so thought of sharing it here 🌾"
916,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhguru.sannidhi,57000,"🕉️ Mantras, Japa Meditation & Puja Rituals",12480,302,4,2.42%,0.54%,2026-02-11,https://www.instagram.com/p/DUm_rRPgfPU/,⚪ Standard Organic: Baseline organic collab reach,"How are your Mahashivratri preparations going? Get ready for the most awaited night of the year with all new launches and exciting offers!  (Mahahshivratri 2026, Isha Mahashivratri, Shiva, Sadhana, Adiyogi, Rudraksha, Night of grace, Mahashivratri ce"
917,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhgurusharings_,203000,🎉 Festival & Auspicious Muhurat Activations,12439,193,8,1.55%,0.10%,2026-02-04,https://www.instagram.com/p/DUUxp4sgXDj/,⚪ Standard Organic: Baseline organic collab reach,Get Mahashivratri ready with all-new offerings and exciting offers!  Explore on ishalife.com   #ishalife #forconsciousliving #mahashivratri2026
918,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@vikramgoraya,100000,"📦 Unboxing, Gifting & Product Review",12289,3,6,0.02%,0.01%,2026-02-09,https://www.instagram.com/p/DUhrqJGE6Q7/,⚪ Standard Organic: Baseline organic collab reach,Valentine 💝 Gift for her ✨ #valentinesday
919,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",12072,44,0,0.36%,0.05%,2026-08-17,https://www.instagram.com/p/DcIFF4YTerB/,⚪ Standard Organic: Baseline organic collab reach,"Ever wondered why we both worship and deeply respect Nagas on Naga Panchami? 🐍✨  In Hindu tradition, Nagas are far more than just snakes—they represent the raw, sacred power of nature itself. From the serpent wrapped around Lord Shiva’s neck to Anant"
920,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@aryan_unfiltered_ap,127000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",11974,3,11,0.03%,0.01%,2026-03-14,https://www.instagram.com/p/DV3kdmpjDa7/,⚪ Standard Organic: Baseline organic collab reach,Best 7 Mukhi  Rudraksh . #reelsinstagram #trendingreels #hanumanji #rudraksha.  Place your order now  Link is in my bio ❤️  Follow @houseofrudra_social & Buy on www.houseofrudra.in They have authentic rudraksh with lab tested certificates  #religious
921,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@traditional__aestheticss,11000,🌟 Celebrity & Spiritual Leader Endorsement,11974,194,4,1.62%,1.80%,2026-02-15,https://www.instagram.com/p/DUyVRB3Dy8Y/,⚪ Standard Organic: Baseline organic collab reach,"AdhiYogi  represents the first yogi, Shiva, as a symbol of self-transformation, liberation, and inner peace, designed to inspire people to move from a life of mere existence to one of boundless potential. Sadhguru emphasizes that Adiyogi is not a dei"
922,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@manrajmusic11,1387,🕉️ Devotional Content & Spiritual Storytelling,11784,446,28,3.78%,34.17%,2026-05-19,https://www.instagram.com/p/DYhTZKOsF5i/,"📈 Viral Organic Reach: High organic views (11,784) with strong like rate (3.78%)",Adiyogi - The First Yogi heard me calling  Original Song Credits Title - Suno Na Sangemarmar Singer - Arijit Singh  Music - Jeet Ganguly  Video Shot By - Disha & Parth Upadhayay Adiyogi Drone Footage By - thehindustantraveller
923,Tier 4: Toggle OFF + Organic (Noise),Rudralife,Pan-India / Maharashtra (HQ: Mumbai),@tanay_seetha,492,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",11714,164,8,1.40%,34.96%,2026-06-04,https://www.instagram.com/p/DZKW-HBC9Tw/,⚪ Standard Organic: Baseline organic collab reach,"The rarest things in the world don’t announce themselves.   They simply are.   In the world of Rudraksha, there is a hierarchy, and sitting at its peak, is the 21 Mukhi Rudraksha.  The bead of Bhagwan Kuber.   The Lord of Wealth, Abundance, and Divin"
924,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",11695,43,0,0.37%,0.04%,2026-08-12,https://www.instagram.com/p/Db7lyivz7nY/,⚪ Standard Organic: Baseline organic collab reach,📿 From 1 Mukhi to 14 Mukhi — Discover the Complete Rudraksha Collection  Every Mukhi Rudraksha holds its own spiritual significance and has been revered in Vedic traditions for generations.  Whether you’re beginning your spiritual journey or expandin
925,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@prithvipuram,149000,🕉️ Devotional Content & Spiritual Storytelling,11499,3,3,0.03%,0.00%,2026-02-14,https://www.instagram.com/p/DUu1NAjkddJ/,⚪ Standard Organic: Baseline organic collab reach,यह चीज आपके दुख खत्म कर सकती है #viral  . . . .Order now
926,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@ajh_arts,7375,"🕉️ Mantras, Japa Meditation & Puja Rituals",11382,399,22,3.51%,5.71%,2026-02-08,https://www.instagram.com/p/DUgFmfyCLRe/,"📈 Viral Organic Reach: High organic views (11,382) with strong like rate (3.51%)","This Mahashivratri, make your offering more meaningful 🕉️ With sacred Prasadam and Shiva offerings from Isha Life, experience the grace of this powerful night.  Mahashivratri 2026 at the Isha Yoga Center is an all-night celebration of meditation, cha"
927,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,"🔮 Astrology, Horoscope & Gemstone Consultation",11178,26,0,0.23%,0.03%,2026-08-18,https://www.instagram.com/p/DcLJA8CTxot/,⚪ Standard Organic: Baseline organic collab reach,"Why gift just a thread when you can give him something he’ll actually wear every day? ✨  This Raksha Bandhan, make it personal with the Rashi Zodiac Bracelet Collection from Divine Hindu. Chosen specifically for his zodiac sign, it’s a meaningful upg"
928,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@thehistoryhub.in,3087,🕉️ Devotional Content & Spiritual Storytelling,11155,103,11,0.92%,3.69%,2026-07-15,https://www.instagram.com/p/Daz_0PgpWKw/,⚪ Standard Organic: Baseline organic collab reach,"This Is Hidden From People For Centuries! . . Comment ""Link"" for House Of Rudra gajkesari punugu link in your Dm . . Place your order now  Link is in my bio ❤️ . . Follow @houseofrudra_social & Buy on  www.houseofrudra.in  They have authentic Punugu "
929,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@blossoming_in_silence,2383,🌟 Celebrity & Spiritual Leader Endorsement,11153,656,11,5.88%,27.99%,2026-06-24,https://www.instagram.com/p/DZ9yWVhx_ON/,"📈 Viral Organic Reach: High organic views (11,153) with strong like rate (5.88%)",Some fragrances don’t just remind you of a place: they remind you of a state of being. 🤍  #sadhguru #ishalife #spirituality #sadhana #innerengineering
930,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@talkwithlakshay,72000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",11131,86,2,0.77%,0.12%,2026-01-19,https://www.instagram.com/p/DTsHS8rD_b_/,⚪ Standard Organic: Baseline organic collab reach,"Zindagi ke shor mein jab mann bhatakne lage, tab shanti bahar nahi—andar milti hai. 5 Mukhi Rudraksha sirf ek mala nahi, yeh yaad dilati hai ki vishwas rakho, aur har saans ke saath positivity mehsoos karo. Wear faith. Feel the power. 🔱✨  #Rudraksha "
931,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@manrajmusic11,1387,🕉️ Devotional Content & Spiritual Storytelling,10901,456,16,4.18%,34.03%,2026-07-28,https://www.instagram.com/p/DbVi02FMiuQ/,"📈 Viral Organic Reach: High organic views (10,901) with strong like rate (4.18%)",Here is an attempt to offer Adiyogi for his Divine Grace 🙏. An Original Song Offered to His Feet 🪷  Song - Kiraya Artist - Manraj Chauhan  Video Credits - Avneet & Jasmine Khanuja
932,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhgurusharings_,203000,🌟 Celebrity & Spiritual Leader Endorsement,10671,167,2,1.56%,0.08%,2025-12-14,https://www.instagram.com/p/DSP6B-PgSN-/,⚪ Standard Organic: Baseline organic collab reach,Discover the benefits of Neem & Turmeric for yourself   Know more on ishalife.com   #ishalife #forconsciousliving #isha #yogicwisdom #sadhguru #yogiclifestyle #consciousliving #sadhguruwisdom
933,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@withsadhguru,978000,🌟 Celebrity & Spiritual Leader Endorsement,10637,575,11,5.41%,0.06%,2026-02-07,https://www.instagram.com/p/DUc-UKnAalH/,⚪ Standard Organic: Baseline organic collab reach,"The legend of how Shiva humbled Kubera, the god of wealth.  (Mahahshivratri 2026, Isha Mahashivratri, Shiva, Sadhana, Adiyogi, Rudraksha, Night of grace, Mahashivratri celebrations,  Sadhguru, Mahashivratri, Mahashivratri meditation, Great Night of S"
934,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@vastu.shastra.108,20000,"🔮 Astrology, Horoscope & Gemstone Consultation",10497,57,2,0.54%,0.29%,2026-08-06,https://www.instagram.com/p/Dbs-ULBqECo/,⚪ Standard Organic: Baseline organic collab reach,👇 Comment “Link” & get the order link in DM! 🔗  ♎ Libra Rashi Bracelet ✨ Balance • Positivity • Prosperity 💫  🔥 Sawan Special Offer: Prepaid order पर extra discount + ₹599 Karungali Bracelet FREE!  #Libra #TulaRashi #RashiBracelet #HouseOfRudra #Sawa
935,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@thevenkyrudra_9,138000,"📦 Unboxing, Gifting & Product Review",10218,213,57,2.08%,0.20%,2026-02-02,https://www.instagram.com/p/DUQdrZvDAA5/,⚪ Standard Organic: Baseline organic collab reach,Comment link to get the direct link in your dm💕  Place your order now   Follow @houseofrudra_social & Buy on www.houseofrudra.in They have authentic  Tiger Eye Bracelets with 100% genuine real stones   #religious #tigereyebracelet #bracelet#accessori
936,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@_tanyatomar_,4790,"📦 Unboxing, Gifting & Product Review",10171,238,2,2.34%,5.01%,2026-06-09,https://www.instagram.com/p/DZWjTtfyzUz/,"📈 Viral Organic Reach: High organic views (10,171) with strong like rate (2.34%)",Attract Abundance and Money In Your Life ✨️  Place your order now  Link is in my bio ❤️  Follow @houseofrudra_social & Buy on www.houseofrudra.in They have authentic money magnet bracelet with lab tested certificates  #moneymagnet #accesorios #religi
937,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@withsadhguru,978000,🌟 Celebrity & Spiritual Leader Endorsement,9953,538,7,5.41%,0.06%,2026-01-27,https://www.instagram.com/p/DUAaYZ3gX-w/,⚪ Standard Organic: Baseline organic collab reach,"Shiva Swasa Sadhana, a simple yet powerful practice offered by Sadhguru to enhance one’s receptivity to the Shri Kashi Vishwanath Temple, is now available daily at Sadhguru Yogasthala within the temple complex.  🕗Timings : 8 am - 5 pm, Everyday 🛕Venu"
938,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@karungali_by_divinehindu,97000,"📦 Unboxing, Gifting & Product Review",9789,37,2,0.38%,0.04%,2026-08-10,https://www.instagram.com/p/Db3HT-3z7LK/,⚪ Standard Organic: Baseline organic collab reach,"ONAM MUST-HAVES from Divine Hindu 🌼  This Onam, bring home more than just festive décor. ✨  🪔 Brass Pooja Essentials 🌿 Tulsi Mala 🖤 Karungali Mala 🌳 Pure Sandalwood 💎 Natural Crystal Bracelets 🙏 Divine Idols & Spiritual Essentials  Celebrate Onam wit"
939,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@this_is_last_time_sg,237000,"🕉️ Mantras, Japa Meditation & Puja Rituals",9786,529,5,5.41%,0.23%,2026-02-05,https://www.instagram.com/p/DUXzPkJDdhl/,⚪ Standard Organic: Baseline organic collab reach,"This Mahashivratri, create a powerful ambiance to experience Adiyogi's grace with energized Dhyanalinga Yantra.  Explore on ishalife.com   (Mahahshivratri 2026, Isha Mahashivratri, Shiva, Sadhana, Adiyogi, Rudraksha, Night of grace, Mahashivratri cel"
940,Tier 4: Toggle OFF + Organic (Noise),Rudralife,Pan-India / Maharashtra (HQ: Mumbai),@tanay_seetha,492,🕉️ Devotional Content & Spiritual Storytelling,9627,137,6,1.42%,29.07%,2026-02-19,https://www.instagram.com/p/DU8B4uHAuuo/,⚪ Standard Organic: Baseline organic collab reach,"25 years in this industry has taught me one thing: Truth lasts longer than any ‘trend.’⏳🕉️  It’s easy to print a disclaimer, but it’s hard to live by one❗️ At Rudralife, we’ve spent two decades telling people what crystals won’t do❌  Why❓Because your"
941,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@shreya___poojary_,45000,🕉️ Devotional Content & Spiritual Storytelling,9483,165,3,1.74%,0.37%,2026-01-22,https://www.instagram.com/p/DTzKdhKCd3t/,⚪ Standard Organic: Baseline organic collab reach,“Link” antha coment madi ❤️  Follow @houseofrudra_social & Buy on www.houseofrudra.in They have authentic Karungali Malas with lab tested certificates #religious #karungalemala #mala #accessories #religious accessories trendingreels fyp religiousprod
942,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@hathalifestudio,15000,🕉️ Devotional Content & Spiritual Storytelling,9434,154,6,1.63%,1.07%,2026-05-15,https://www.instagram.com/p/DYWW_oyRVAp/,⚪ Standard Organic: Baseline organic collab reach,"Feeling sluggish? Bloated? Drained?   Jevamirtham, Moringa & Triphala from Isha Life hit different. Better gut health, sharper mind, glowing skin, stronger immunity all from three simple daily habits.   Nature already figured it out centuries ago. St"
943,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@chittarakapil006,1775,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",9189,177,22,1.93%,11.21%,2026-08-16,https://www.instagram.com/p/DcFmze-zNMn/,⚪ Standard Organic: Baseline organic collab reach,"🔱 Har Har Mahadev 🔱 Divine Hindu ka Shiva Trishool Rudraksh Necklace — 54 asli Rudraksh beads ke saath, upar Mahadev ka pavitra Trishool ❤️‍🔥🕉️ @divinehindu.in   आस्था, शक्ति और शिवत्व का खूबसूरत संगम। 🙏✨ Om Namah Shivay 🔱  🛍️ Abhi Order Karein aur M"
